Date,Ticker,Sector,Open,High,Low,Close,Volume,Daily_Return,MA_20,MA_50,Volatility_20,Cum_Return
2024-04-02,TECHCO,Technology,1555.63,1558.68,1548.94,1555.9,1257671,0.009813211490284246,1368.8,1304.5866,0.3207290931487797,25.928743707204948
2024-04-03,TECHCO,Technology,1519.04,1531.76,1510.38,1525.37,2107381,-0.01962208368147067,1382.6615,1309.4696,0.3395773608759245,23.457759360279717
2024-04-04,TECHCO,Technology,1566.13,1572.1,1558.82,1565.87,688244,0.02655093518293916,1399.6950000000002,1315.1478,0.32646191830862914,26.735678326885413
2024-04-05,TECHCO,Technology,1630.92,1641.53,1616.97,1627.81,3226401,0.03955628500450237,1419.5155,1321.6884,0.3387155183540284,31.74887093902261
2024-04-08,TECHCO,Technology,1589.17,1611.22,1577.93,1598.0,1798654,-0.0183129480713351,1436.5435000000002,1327.2132000000001,0.35656996642942757,29.336160707059268
2024-04-09,TECHCO,Technology,1524.06,1532.21,1526.08,1528.05,1897890,-0.043773466833541996,1451.057,1332.0422,0.3974445836875721,23.674668565971157
2024-04-10,TECHCO,Technology,1573.74,1579.98,1556.32,1575.04,1023711,0.030751611531036227,1466.2565,1337.6504,0.3997429596509315,27.47786392994156
2024-04-11,TECHCO,Technology,1514.69,1544.16,1514.8,1528.29,1352511,-0.02968178585940673,1478.5425,1343.1375999999998,0.4251809989922807,23.69409327095844
2024-04-12,TECHCO,Technology,1526.58,1536.31,1524.94,1534.82,1247449,0.004272749281877042,1490.949,1349.2264000000002,0.42500154689013825,24.222607119154382
2024-04-15,TECHCO,Technology,1481.37,1488.11,1468.79,1479.34,1137359,-0.03614756127754393,1499.5439999999999,1353.7494,0.45325721421140236,19.732262816258483
2024-04-16,TECHCO,Technology,1441.61,1453.43,1432.31,1441.32,964952,-0.02570065028999413,1506.798,1356.8482000000001,0.4647848681032921,16.65506580118814
2024-04-17,TECHCO,Technology,1394.71,1399.65,1384.85,1390.32,709240,-0.03538423112147193,1510.0014999999999,1357.7688,0.48180389095215914,12.527315991388388
2024-04-18,TECHCO,Technology,1427.51,1430.74,1423.97,1424.4,678763,0.024512342482306382,1510.1084999999998,1360.3734000000002,0.4154844842984778,15.285624099584005
2024-04-19,TECHCO,Technology,1411.54,1412.35,1399.51,1406.09,924620,-0.01285453524290947,1508.4334999999999,1362.8466,0.4155727028951773,13.803680981595079
2024-04-22,TECHCO,Technology,1390.72,1400.65,1386.73,1386.77,1138818,-0.013740229999502085,1503.719,1364.9943999999998,0.40253963254326863,12.239992230118002
2024-04-23,TECHCO,Technology,1407.39,1421.79,1384.89,1401.35,817099,0.010513639608586756,1499.886,1367.7674,0.4053841190497598,13.420043058096054
2024-04-24,TECHCO,Technology,1363.4,1373.64,1348.58,1363.65,5154665,-0.026902629607164386,1493.279,1369.7078,0.4105909680635741,10.368745649675448
2024-04-25,TECHCO,Technology,1420.43,1443.66,1405.36,1421.29,937123,0.04226891064422689,1489.24,1371.9972,0.4420689238200738,15.033912297456986
2024-04-26,TECHCO,Technology,1431.23,1434.96,1412.59,1427.42,1837019,0.004312983275756688,1486.0939999999998,1374.7326,0.4421929546236055,15.530051637340758
2024-04-29,TECHCO,Technology,1467.74,1483.28,1457.65,1471.67,2257585,0.030999985988706902,1482.6385,1379.6073999999999,0.4392584068255649,19.111481619372906
2024-04-30,TECHCO,Technology,1535.91,1549.67,1534.51,1540.12,646744,0.0465117859302695,1481.8495,1385.4465999999998,0.47047594819586463,24.651569354290427
2024-05-01,TECHCO,Technology,1564.66,1572.17,1553.81,1569.71,1066353,0.019212788613874432,1484.0665,1392.1156,0.46928980686303323,27.04647360668211
2024-05-02,TECHCO,Technology,1566.99,1572.19,1566.11,1568.18,1338296,-0.0009747023335520133,1484.182,1398.5994,0.46015511010837895,26.922641112388114
2024-05-03,TECHCO,Technology,1573.32,1575.86,1569.94,1571.11,1444328,0.00186840796337151,1481.347,1405.0197999999998,0.43653879433764836,27.159784385774643
2024-05-06,TECHCO,Technology,1574.9,1576.78,1555.95,1573.94,3539898,0.0018012742583271013,1480.1439999999998,1412.2466,0.4320259790512398,27.388834032083142
2024-05-07,TECHCO,Technology,1489.46,1497.47,1485.62,1487.19,2054793,-0.05511645933135956,1478.101,1417.9435999999998,0.4486826805801886,20.367612541884526
2024-05-08,TECHCO,Technology,1449.98,1478.69,1433.3,1449.06,740148,-0.02563895669013383,1471.8020000000001,1422.5086,0.4403712831858551,17.28151253702834
2024-05-09,TECHCO,Technology,1414.56,1413.41,1389.86,1407.24,386122,-0.028860088609167334,1465.7495000000001,1426.0862,0.4397398030257203,13.896757692992544
2024-05-10,TECHCO,Technology,1397.48,1415.23,1399.03,1400.32,1168828,-0.0049174270202666515,1459.0245,1430.0925999999997,0.43872421108391757,13.336678699192262
2024-05-13,TECHCO,Technology,1383.49,1384.48,1381.04,1382.65,1240478,-0.012618544332723802,1454.19,1433.0706,0.4237005206447288,11.90653479450281
2024-05-14,TECHCO,Technology,1374.65,1370.22,1365.34,1369.5,1459017,-0.009510722163960539,1450.599,1435.8378,0.41604198100758033,10.842222833740722
2024-05-15,TECHCO,Technology,1301.63,1331.95,1297.64,1309.65,851912,-0.04370208105147855,1446.5655000000002,1437.068,0.4257685012711662,5.998187027534541
2024-05-16,TECHCO,Technology,1281.98,1281.77,1270.99,1275.66,975417,-0.025953499026457494,1439.1285,1438.0772,0.4207352072749537,3.2471631837091675
2024-05-17,TECHCO,Technology,1268.47,1265.71,1251.4,1258.92,3388071,-0.013122618879638837,1431.77,1438.6275999999998,0.42080126250208594,1.8922900108454765
2024-05-20,TECHCO,Technology,1281.71,1303.84,1279.02,1285.56,1762628,0.021160995138690186,1426.7095,1439.19,0.42952900298014257,4.048432264434987
2024-05-21,TECHCO,Technology,1286.82,1294.52,1278.99,1294.33,1665646,0.006821929742680144,1421.3585,1440.3210000000001,0.4281367692824821,4.758243359178982
2024-05-22,TECHCO,Technology,1261.57,1259.74,1258.99,1259.07,1275178,-0.02724189348929562,1416.1295,1440.0814,0.4283831138743887,1.9044304514625132
2024-05-23,TECHCO,Technology,1268.85,1270.07,1263.05,1264.99,3793960,0.004701883135965534,1408.3145,1439.7297999999998,0.3943988019598067,2.383573174482412
2024-05-24,TECHCO,Technology,1230.14,1251.88,1234.32,1236.17,2646510,-0.02278278879674933,1398.752,1438.7193999999997,0.3971630399426172,0.05098985059164285
2024-05-27,TECHCO,Technology,1238.83,1249.22,1240.36,1245.31,1006280,0.007393805059174641,1387.434,1437.4768000000001,0.37556286375606507,0.7907473655243802
2024-05-28,TECHCO,Technology,1253.69,1264.18,1247.44,1251.3,1169525,0.004810047297460152,1372.993,1436.578,0.3203205324389878,1.2755556274989033
2024-05-29,TECHCO,Technology,1242.04,1252.04,1230.29,1245.45,1512235,-0.004675137856628986,1356.78,1434.9620000000002,0.30199293354378826,0.8020784434336514
2024-05-30,TECHCO,Technology,1258.0,1265.81,1241.64,1254.27,932960,0.007081777670721268,1341.0845,1431.6022,0.30696923627744077,1.5159363517166513
2024-05-31,TECHCO,Technology,1267.2,1275.89,1245.29,1267.21,887997,0.01031675795482645,1325.8895,1428.1545999999998,0.3130438979869991,2.5632516956148876
2024-06-03,TECHCO,Technology,1256.99,1254.9,1241.62,1252.25,753828,-0.011805462393762678,1309.805,1423.5783999999999,0.3096584788617686,1.3524450847402836
2024-06-04,TECHCO,Technology,1257.87,1264.09,1245.07,1253.79,729913,0.0012297863845078805,1298.1349999999998,1419.094,0.2650027976555799,1.4770869417420673
2024-06-05,TECHCO,Technology,1276.24,1273.06,1259.7,1271.85,745867,0.014404326083315322,1289.2745,1414.6152,0.26848161085492533,2.9387959920358586
2024-06-06,TECHCO,Technology,1295.38,1299.68,1289.83,1297.55,1193590,0.020206785391359006,1283.79,1410.5248000000001,0.2704381694574563,5.018858151091821
2024-06-07,TECHCO,Technology,1315.83,1337.25,1313.55,1318.08,935729,0.015822126314978258,1279.6779999999999,1407.0796000000003,0.2792888418625682,6.6804797902131785
2024-06-10,TECHCO,Technology,1277.27,1278.5,1276.38,1277.81,1857708,-0.030552015052197068,1274.4360000000001,1401.8202,0.29443253454575097,3.4211761658869744
2024-06-11,TECHCO,Technology,1322.24,1346.74,1317.78,1327.48,855694,0.03887119368294201,1272.335,1397.2518,0.3298739995984486,7.441280735548839
2024-06-12,TECHCO,Technology,1333.91,1331.31,1326.05,1330.04,591304,0.0019284659655889325,1273.3545,1393.3452,0.28946392301062523,7.648477588746627
2024-06-13,TECHCO,Technology,1285.74,1284.82,1280.84,1283.18,1688134,-0.03523202309704965,1273.7305000000001,1387.6914000000002,0.3024748168862344,3.8558039399776645
2024-06-14,TECHCO,Technology,1282.64,1287.72,1285.51,1285.72,1106451,0.001979457285805619,1275.0705,1380.8496,0.29819580426728703,4.0613820677598556
2024-06-17,TECHCO,Technology,1290.51,1300.18,1278.5,1290.79,532326,0.003943315807485304,1275.3319999999999,1374.7053999999998,0.2890491639513515,4.471728960616406
2024-06-18,TECHCO,Technology,1283.66,1278.86,1251.93,1272.65,675119,-0.01405340915253439,1274.248,1369.5974,0.29233986407391616,3.0035450086602022
2024-06-19,TECHCO,Technology,1282.66,1288.94,1284.04,1287.57,1043621,0.011723568930970707,1275.673,1363.848,0.27774334155173197,4.211114168703567
2024-06-20,TECHCO,Technology,1342.04,1348.71,1335.35,1338.86,1844838,0.03983472743229499,1279.3665,1360.0594,0.30967105121811894,8.362335497029626
2024-06-21,TECHCO,Technology,1350.54,1347.82,1333.61,1347.06,2122652,0.006124613477137331,1284.9109999999998,1356.3041999999998,0.2943428350871333,9.026012917428815
2024-06-24,TECHCO,Technology,1396.42,1401.97,1388.2,1397.61,1843024,0.03752616809941656,1292.5259999999998,1354.6696,0.31688622707236014,13.117341405377392
2024-06-25,TECHCO,Technology,1449.77,1453.33,1444.99,1448.95,1054732,0.036734138994426235,1302.4085,1354.8222,0.3350705269179395,17.272609547242503
2024-06-26,TECHCO,Technology,1527.35,1543.29,1508.96,1518.37,1661048,0.047910555919803866,1316.0545,1357.3832,0.3606009343018715,22.891205464817
2024-06-27,TECHCO,Technology,1625.46,1631.45,1614.91,1622.34,706898,0.0684747459446644,1334.458,1361.342,0.4152661230603035,31.30614953785389
2024-06-28,TECHCO,Technology,1595.82,1605.49,1597.85,1599.23,888315,-0.01424485619537208,1351.0589999999997,1365.2047999999998,0.4265804941033632,29.435712320119144
2024-07-01,TECHCO,Technology,1549.59,1551.25,1543.78,1551.22,2233627,-0.030020697460652945,1366.0075,1368.4938,0.44460531867895614,25.54996195995274
2024-07-02,TECHCO,Technology,1567.96,1566.69,1556.03,1564.89,544469,0.00881241861244697,1381.5625,1371.7646,0.44317819276575027,26.65636078152065
2024-07-03,TECHCO,Technology,1563.21,1562.8,1552.67,1562.38,467583,-0.0016039466032756744,1396.089,1375.7392000000002,0.4454286285712552,26.453210741861866
2024-07-04,TECHCO,Technology,1536.83,1561.93,1515.33,1540.35,2415452,-0.014100282901726935,1408.2289999999998,1378.1204,0.4523200462331192,24.67018469656992
2024-07-05,TECHCO,Technology,1484.69,1484.46,1470.66,1481.82,1668754,-0.03799785762975949,1416.416,1379.2084,0.48098045328611366,19.932984767793837
2024-07-08,TECHCO,Technology,1475.44,1473.77,1467.32,1472.75,2233935,-0.00612085138545837,1426.163,1379.23,0.4636576088719198,19.198892791815723
2024-07-09,TECHCO,Technology,1528.37,1539.39,1526.14,1529.33,1335817,0.03841792564929558,1436.2555,1379.0142,0.4632537843153639,23.77826699257004
2024-07-10,TECHCO,Technology,1562.57,1573.89,1563.12,1565.18,1431154,0.023441637841407736,1448.0125,1378.9235999999999,0.46610625890511964,26.679832300046957
2024-07-11,TECHCO,Technology,1627.08,1646.27,1616.87,1623.35,981784,0.03716505449852403,1465.021,1380.027,0.44627673896602804,31.387895171342084
2024-07-12,TECHCO,Technology,1620.1,1629.55,1614.76,1616.51,1433961,-0.004213509101549162,1481.5605,1380.935,0.4486922433246165,30.834291079204235
2024-07-15,TECHCO,Technology,1545.73,1554.16,1522.81,1544.24,1149581,-0.04470742525564331,1494.233,1380.3410000000001,0.49132473196683046,24.98502678990564
2024-07-16,TECHCO,Technology,1487.87,1495.16,1468.25,1491.38,1214271,-0.03423043050303054,1505.1695,1380.4248,0.5090303501076323,20.706735516454366
2024-07-17,TECHCO,Technology,1499.36,1501.84,1496.41,1496.61,1351675,0.003506819187597987,1515.6215,1381.3758000000003,0.509164284771189,21.13003221263576
2024-07-18,TECHCO,Technology,1468.1,1480.59,1457.79,1471.85,1574194,-0.01654405623375499,1522.271,1382.668,0.5017386888064784,19.12605014811337
2024-07-19,TECHCO,Technology,1464.06,1471.55,1457.33,1462.69,2249974,-0.006223460271087333,1528.0525000000002,1383.9154,0.5033541963981596,18.384673907765038
2024-07-22,TECHCO,Technology,1452.57,1458.65,1457.3,1457.61,1456774,-0.003473053073446919,1531.0525,1385.4145999999998,0.48860530237109373,17.973517652200655
2024-07-23,TECHCO,Technology,1473.65,1479.88,1462.16,1475.35,1643720,0.012170608050164233,1532.3725,1387.5316,0.4733532589196898,19.40932709584473
2024-07-24,TECHCO,Technology,1477.13,1492.84,1467.48,1478.83,1932811,0.0023587623275833636,1530.3955,1390.9152000000001,0.44035518294549914,19.69098531816047
2024-07-25,TECHCO,Technology,1483.97,1495.7,1464.46,1482.57,1374935,0.002529026324864958,1523.407,1395.0534,0.3567239287761491,19.993686970879132
2024-07-26,TECHCO,Technology,1567.06,1565.97,1558.67,1560.25,1329014,0.05239550240460833,1521.458,1401.08,0.4068741118551396,26.280816485099635
2024-07-29,TECHCO,Technology,1607.51,1618.72,1588.32,1601.61,2169169,0.026508572344175585,1523.9775,1407.401,0.40271147426334253,29.628340644576447
2024-07-30,TECHCO,Technology,1610.18,1614.13,1607.45,1607.87,821396,0.003908567004451857,1526.1264999999999,1413.6717999999998,0.401971333531234,30.13500169966168
2024-07-31,TECHCO,Technology,1535.54,1547.18,1537.7,1545.94,777739,-0.038516795512074875,1525.3045,1419.4091999999998,0.4265495448005371,25.12261845023229
2024-08-01,TECHCO,Technology,1556.33,1558.65,1553.3,1555.69,1661228,0.0063068424389045585,1526.0715,1425.2232000000001,0.42386291978150115,25.911747090341073
2024-08-02,TECHCO,Technology,1605.2,1626.41,1599.16,1601.66,1103470,0.02954958892838544,1532.0635,1432.5330000000001,0.4093540708350274,29.632387458115495
2024-08-05,TECHCO,Technology,1611.31,1624.66,1585.74,1604.04,2189687,0.0014859583182447178,1538.6280000000002,1439.7075999999997,0.4076947074144936,29.825015782572795
2024-08-06,TECHCO,Technology,1586.73,1599.31,1587.26,1589.43,799782,-0.009108251664546985,1541.633,1446.4702000000002,0.38991110410195934,28.642536866471357
2024-08-07,TECHCO,Technology,1526.42,1535.17,1510.34,1518.52,2697152,-0.04461347778763458,1539.3,1451.9315999999997,0.41481204515403153,22.90334590543406
2024-08-08,TECHCO,Technology,1512.5,1519.76,1501.82,1507.37,1302902,-0.007342675763243212,1533.501,1456.9936000000002,0.38954988252943507,22.00090648623274
2024-08-09,TECHCO,Technology,1522.07,1530.22,1500.97,1525.17,1228456,0.011808646848484594,1528.934,1462.1528,0.39324709270257147,23.441572106123655
2024-08-12,TECHCO,Technology,1481.5,1484.73,1467.56,1484.66,970714,-0.026560973530819543,1525.9550000000002,1466.8010000000002,0.3721950597069679,20.162843776810146
2024-08-13,TECHCO,Technology,1492.6,1510.23,1489.27,1489.97,1212754,0.0035765764552153634,1525.8845,1471.5246000000002,0.35202174640182743,20.592615374654
2024-08-14,TECHCO,Technology,1497.88,1516.24,1490.03,1495.37,2002116,0.0036242340449805788,1525.8224999999998,1475.995,0.3520366830187109,21.029671236868076
2024-08-15,TECHCO,Technology,1526.88,1527.12,1523.91,1526.72,1611152,0.020964711074851206,1528.566,1480.5783999999999,0.3535604492598563,23.567023325833247
2024-08-16,TECHCO,Technology,1566.45,1579.27,1539.96,1566.97,941950,0.026363707818067406,1533.78,1485.5562,0.36224083645406885,26.82470822474383
2024-08-19,TECHCO,Technology,1539.64,1538.04,1533.25,1535.2,655907,-0.020274797858287008,1537.6595000000002,1490.704,0.3714443542184859,24.253362902050934
2024-08-20,TECHCO,Technology,1514.24,1518.19,1500.17,1515.35,1818827,-0.012929911412193906,1539.6595,1494.4614000000001,0.3737752634336024,22.646777927060224
2024-08-21,TECHCO,Technology,1561.68,1571.47,1543.04,1569.05,1095010,0.03543735770614043,1544.1705,1499.2416,0.39263097219930115,26.993055667967035
2024-08-22,TECHCO,Technology,1603.47,1620.82,1603.21,1610.22,1357119,0.026238806921385693,1550.553,1505.7823999999998,0.40098034591384046,30.325201935995594
2024-08-23,TECHCO,Technology,1637.9,1647.64,1640.05,1647.16,872559,0.02294096458868977,1554.8985,1513.0112,0.36639988146086944,33.31498777862312
2024-08-26,TECHCO,Technology,1638.1,1647.72,1635.79,1637.6,552346,-0.00580392918720718,1556.6979999999999,1519.9474000000002,0.3566895903238937,32.54123702996261
2024-08-27,TECHCO,Technology,1631.15,1638.63,1624.12,1631.6,882347,-0.003663898387884723,1557.8845000000001,1527.1263999999999,0.356982620739939,32.055619405280275
2024-08-28,TECHCO,Technology,1614.34,1625.95,1604.49,1611.35,836815,-0.012411130178965446,1561.155,1533.602,0.329661347194848,30.41665992197744
2024-08-29,TECHCO,Technology,1690.26,1724.0,1681.86,1692.81,832690,0.050553883389704346,1568.011,1540.681,0.37158030723074387,37.0097285397478
2024-08-30,TECHCO,Technology,1656.24,1688.22,1655.87,1657.59,864168,-0.02080564268878371,1570.8075000000001,1546.8916,0.3695272730502387,34.159153082862545
2024-09-02,TECHCO,Technology,1681.47,1680.37,1673.66,1679.44,1097849,0.01318178801754355,1574.5774999999999,1552.5282,0.37164845501268007,35.92761059941403
2024-09-03,TECHCO,Technology,1603.46,1622.22,1597.98,1606.51,479729,-0.04342518934883055,1575.4315,1555.6793999999998,0.40445213691785287,30.02492837140036
2024-09-04,TECHCO,Technology,1594.84,1609.37,1588.76,1599.86,2499687,-0.004139407784576554,1579.4985,1557.3092,0.36799311232363874,29.48670217071079
2024-09-05,TECHCO,Technology,1614.0,1632.36,1609.36,1621.46,1790965,0.01350118135336853,1585.203,1557.2916,0.3677612784654116,31.234925619567157
2024-09-06,TECHCO,Technology,1636.2,1634.0,1629.4,1631.51,579626,0.00619811774573531,1590.52,1557.9372,0.3667005325939586,32.048335140910055
2024-09-09,TECHCO,Technology,1699.22,1718.26,1671.25,1697.57,1844420,0.04049009812995319,1601.1654999999998,1560.8642000000002,0.37070435745732844,37.394985188662446
2024-09-10,TECHCO,Technology,1650.17,1647.18,1618.08,1646.45,652577,-0.03011363301660608,1608.9895000000001,1562.4954,0.39340239707039454,33.25752302636904
2024-09-11,TECHCO,Technology,1700.67,1709.28,1695.07,1699.02,1153082,0.03192930243857983,1619.172,1565.2282,0.4044808892785002,37.51234278129401
2024-09-12,TECHCO,Technology,1795.56,1795.68,1790.46,1791.85,1810177,0.054637379195065394,1632.4285,1570.2581999999998,0.43660315199978306,45.025656797837385
2024-09-13,TECHCO,Technology,1764.54,1769.81,1757.77,1766.69,608863,-0.01404135390797212,1642.4145,1575.9556,0.4381028847082789,42.98930022500285
2024-09-16,TECHCO,Technology,1796.26,1814.97,1795.86,1796.6,466333,0.016929965075932918,1655.4844999999998,1582.4326,0.42787166422810663,45.41010408404422
2024-09-17,TECHCO,Technology,1819.71,1821.53,1804.97,1817.67,1584951,0.01172770789268629,1670.6005,1588.1994,0.42058450596317387,47.115431309387
2024-09-18,TECHCO,Technology,1806.66,1801.3,1780.92,1797.01,855704,-0.011366199585183256,1681.9985000000001,1592.836,0.41503139866648914,45.44328795506418
2024-09-19,TECHCO,Technology,1787.01,1786.79,1778.07,1778.21,2446939,-0.010461822694364464,1690.398,1595.9332000000002,0.41305860216250173,43.92168606439291
2024-09-20,TECHCO,Technology,1768.42,1807.89,1755.01,1766.91,897793,-0.006354705012343809,1696.3854999999999,1598.9412000000002,0.40953238282989657,43.00710620457453
2024-09-23,TECHCO,Technology,1773.87,1785.91,1751.7,1771.11,922173,0.002377031088170778,1703.0610000000001,1603.4786,0.4080071169665631,43.347038541852136
2024-09-24,TECHCO,Technology,1726.62,1753.76,1727.12,1735.04,1134517,-0.02036575932607232,1708.2329999999997,1608.3518,0.4165154096053513,40.42766725480358
2024-09-25,TECHCO,Technology,1750.24,1773.48,1761.88,1764.28,1545693,0.016852637403172332,1715.8794999999998,1613.7051999999999,0.4147290228659849,42.794243812422096
2024-09-26,TECHCO,Technology,1759.8,1771.69,1738.82,1761.47,476219,-0.0015927177092071032,1719.3125,1619.4976000000001,0.3782378008468907,42.56681289152922
2024-09-27,TECHCO,Technology,1736.89,1732.42,1711.77,1730.26,852826,-0.01771815585845915,1722.946,1624.849,0.3758923318738505,40.040791880473314
2024-09-30,TECHCO,Technology,1686.8,1705.27,1683.69,1691.33,835476,-0.022499508744350583,1723.5404999999998,1629.5234,0.38359296284122196,36.88994285899283
2024-10-01,TECHCO,Technology,1691.01,1692.07,1688.4,1689.41,825559,-0.00113520129129141,1727.6855,1633.8046,0.3467836563976983,36.73454521909449
2024-10-02,TECHCO,Technology,1682.39,1699.09,1677.39,1688.29,1527129,-0.0006629533387396691,1732.107,1637.9937999999997,0.3460874589411791,36.64389659582046
2024-10-03,TECHCO,Technology,1648.32,1657.7,1637.33,1643.88,895799,-0.026304722529897018,1733.2280000000003,1641.22,0.3585596496176584,33.049516810463466
2024-10-04,TECHCO,Technology,1617.64,1622.0,1599.6,1615.09,2458027,-0.017513443803684137,1732.407,1642.3167999999998,0.3637764940550026,30.71936157469608
2024-10-07,TECHCO,Technology,1656.45,1659.28,1648.52,1655.21,1464150,0.024840720950535244,1730.289,1643.3888,0.34424295362272833,33.96652475840525
2024-10-08,TECHCO,Technology,1685.1,1685.14,1639.56,1682.66,654539,0.016583998405036215,1732.0995000000003,1644.8846000000003,0.33161401431659215,36.18822539132689
2024-10-09,TECHCO,Technology,1670.35,1677.0,1659.41,1668.56,1445086,-0.00837958945954631,1730.5765,1647.3370000000002,0.312542447246582,35.0470239733234
2024-10-10,TECHCO,Technology,1746.78,1755.44,1739.31,1748.47,1031648,0.04789159514791197,1728.4075,1651.1926,0.29723734717064243,41.51464137138419
2024-10-11,TECHCO,Technology,1799.76,1805.37,1779.02,1790.54,928946,0.024061036220238252,1729.6,1654.9702,0.30581330701249476,44.919630283115076
2024-10-14,TECHCO,Technology,1825.52,1832.08,1810.25,1818.56,1042650,0.01564891038457672,1730.6979999999999,1659.2606,0.3049522579482985,47.18746459038152
2024-10-15,TECHCO,Technology,1782.14,1795.76,1768.77,1775.11,1553275,-0.023892530353686436,1728.5700000000002,1662.9741999999999,0.31406995901367324,43.670783624973694
2024-10-16,TECHCO,Technology,1763.78,1773.45,1734.9,1768.68,1087939,-0.0036223107300391577,1727.1535,1667.9774000000002,0.3118750600979836,43.150363403855806
2024-10-17,TECHCO,Technology,1714.11,1735.9,1700.45,1721.32,1205096,-0.026777031458488865,1724.309,1672.2563999999998,0.3238559321367939,39.31722161969664
2024-10-18,TECHCO,Technology,1689.44,1684.63,1664.38,1678.56,507577,-0.024841400785443724,1719.8915000000002,1675.3241999999998,0.33407293416771433,35.856386681127276
2024-10-21,TECHCO,Technology,1695.32,1711.45,1685.62,1696.0,529459,0.010389857973501115,1716.136,1679.5509999999997,0.33677733355995404,37.26791524353725
2024-10-22,TECHCO,Technology,1767.18,1765.0,1760.61,1763.51,1295106,0.039805424528301936,1717.5595,1685.0218,0.3600657321847295,42.7319228839212
2024-10-23,TECHCO,Technology,1768.76,1779.53,1739.8,1767.11,1813334,0.0020413833774688417,1717.7009999999998,1690.4566,0.35525401080464075,43.02329345873059
2024-10-24,TECHCO,Technology,1808.32,1809.76,1796.89,1803.84,1294846,0.020785350091392152,1719.8195,1695.999,0.36246666701338676,45.99608268449422
2024-10-25,TECHCO,Technology,1832.25,1846.06,1826.07,1837.29,1293867,0.018543773283661524,1725.1709999999998,1701.4053999999999,0.3598982777745615,48.7034009420982
2024-10-28,TECHCO,Technology,1846.88,1870.8,1841.75,1851.5,1254403,0.007734217243875463,1733.1794999999997,1707.7314,0.3469795278054391,49.853505349887506
2024-10-29,TECHCO,Technology,1776.04,1790.99,1758.35,1767.8,1567538,-0.04520658925195786,1737.0990000000002,1712.7803999999999,0.3895628776924196,43.07913948556907
2024-10-30,TECHCO,Technology,1755.88,1760.22,1723.03,1753.56,462535,-0.00805520986536934,1740.3625,1716.4705999999999,0.39125314909990894,41.926606989656335
2024-10-31,TECHCO,Technology,1674.99,1688.02,1676.85,1683.72,1613426,-0.03982755081092171,1742.3545,1717.9406,0.4069438790816122,36.27401783835409
2024-11-01,TECHCO,Technology,1656.27,1656.61,1642.87,1656.27,1244959,-0.01630318580286516,1744.4134999999999,1718.1228,0.4062155050611877,34.052317205432445
2024-11-04,TECHCO,Technology,1643.61,1643.02,1633.07,1639.99,2424499,-0.009829315268645833,1743.6525000000001,1718.1706,0.3984419592773502,32.734674717127746
2024-11-05,TECHCO,Technology,1609.07,1620.57,1606.6,1614.29,1051823,-0.015670827261141884,1740.234,1717.8244,0.3969085635202007,30.654612558071783
2024-11-06,TECHCO,Technology,1657.14,1667.34,1654.69,1661.37,645418,0.0291645243419707,1739.8745,1718.8247999999999,0.41075480725386593,34.465092186412406
2024-11-07,TECHCO,Technology,1718.51,1730.92,1707.8,1713.4,1261745,0.03131752710112745,1738.1209999999999,1719.2366,0.38880597348181384,38.676206355115994
2024-11-08,TECHCO,Technology,1685.88,1690.89,1678.34,1689.47,2306724,-0.01396638263102612,1733.0674999999999,1719.8742000000002,0.3799824820921904,36.73940139534131
2024-11-11,TECHCO,Technology,1736.23,1747.47,1710.87,1735.96,1176530,0.027517505489887295,1728.9375,1721.0046,0.38976365977499694,40.50212862392153
2024-11-12,TECHCO,Technology,1717.26,1742.72,1707.43,1717.16,753937,-0.010829742620797722,1726.0400000000002,1723.2176000000002,0.3827424761789662,38.98052673325025
2024-11-13,TECHCO,Technology,1654.37,1664.99,1648.53,1662.28,1998911,-0.03195974749004171,1720.72,1724.4660000000001,0.3978619406861276,34.53874419282257
2024-11-14,TECHCO,Technology,1669.01,1678.7,1650.79,1671.0,1279455,0.005245806963929178,1718.2040000000002,1725.4568,0.3883893973277565,35.244508474027555
2024-11-15,TECHCO,Technology,1648.1,1653.72,1632.78,1646.08,1244955,-0.014913225613405245,1716.58,1725.7482,0.3819180664203675,33.2275766061803
2024-11-18,TECHCO,Technology,1664.88,1676.92,1656.08,1669.44,1558817,0.014191290824261404,1715.252,1725.1856,0.3836168043794549,35.11824789161015
2024-11-19,TECHCO,Technology,1706.1,1714.63,1694.81,1701.52,1818297,0.01921602453517335,1712.1525000000001,1726.287,0.3612259249433006,37.71468345824498
2024-11-20,TECHCO,Technology,1699.34,1706.36,1695.98,1700.55,1591419,-0.0005700785180309254,1708.8245,1726.3175999999999,0.36100137270513094,37.636175275588
2024-11-21,TECHCO,Technology,1681.58,1701.87,1674.26,1686.71,1591448,-0.00813854341242537,1702.968,1724.2148000000002,0.35161583848252564,36.51601728798746
2024-11-22,TECHCO,Technology,1658.18,1685.18,1664.08,1668.67,2076935,-0.010695377391489957,1694.5369999999998,1722.2544,0.3429366620239441,35.055926963109265
2024-11-25,TECHCO,Technology,1637.37,1667.08,1648.22,1649.8,1869421,-0.011308407294432166,1684.452,1719.3183999999999,0.3405214094333502,33.52865953348334
2024-11-26,TECHCO,Technology,1640.82,1643.52,1627.53,1637.99,1259668,-0.007158443447690566,1677.9615,1715.7247999999997,0.30684161211410615,32.57280217556697
